step,churn_rate,entropy,utilization
5000,0.0,0.07720583681558146,0.029547553093259463
15000,0.0,0.07720583681558146,0.029547553093259463
25000,0.0,0.07720583681558146,0.029547553093259463
35000,0.0,0.07720583681558146,0.029547553093259463
45000,0.0,0.07720583681558146,0.029547553093259463
55000,0.0,0.07720583681558146,0.029547553093259463
65000,0.0,0.07720583681558146,0.029547553093259463
75000,1.0,0.47854433739596064,0.3956602031394275
85000,1.0,0.496979877651826,0.38227146814404434
95000,0.9939981532779316,0.4919111982509254,0.39242843951985223
105000,0.9709141274238227,0.48864485216323117,0.3864265927977839
115000,0.9866112650046168,0.5237815244828413,0.43536472760849493
125000,0.9533702677746999,0.5321470172767948,0.4515235457063712
135000,0.9455216989843028,0.5065432215895004,0.4312096029547553
145000,0.8951985226223453,0.5196926128426025,0.44321329639889195
155000,0.8019390581717452,0.5148257640540854,0.43674976915974145
165000,0.7820867959372114,0.516865648066552,0.4242843951985226
175000,0.8093259464450601,0.5180058379608521,0.4422899353647276
185000,0.8374884579870729,0.5105153378058324,0.4293628808864266
200000,0.711449676823638,0.5180446263085826,0.4316712834718375
